algorithm,mu,lambda_,cxpb,mutpb,repair_pct,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb,assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,phi1,phi2,smin,smax,weight,mut_std,mut_indpb,mut_prob,temp,alpha
PlantPropagation,178.0,226.0,,,0.39,,,,,100,119,107,12,0,0,210,25.0,300,,,,,,0.29,0.52,,,
StochasticHillClimb,48.0,,,,0.48,,,,,100,119,107,12,0,0,210,0.0,299,,,,,,1.78,,0.52,,
PlantPropagation,51.0,141.0,,,0.17,,,,,100,119,107,12,0,0,210,2.0,296,,,,,,1.3,0.68,,,
StochasticHillClimb,7.0,,,,0.31,,,,,100,119,107,12,0,0,210,0.0,200,,,,,,1.1,,0.11,,
PlantPropagation,174.0,108.0,,,0.76,,,,,100,119,107,12,0,0,210,0.0,283,,,,,,1.83,0.18,,,
ParticleSwarm,206.0,,,,0.18,,,,,100,119,107,12,0,0,210,0.0,199,4.61,1.73,-1.32,1.32,0.59,,,,,
ParticleSwarm,78.0,,,,0.95,,,,,100,119,107,12,0,0,210,0.0,258,3.11,7.64,-0.98,0.98,0.24,,,,,
SimulatedAnnealing,28.0,,,,0.78,,,,,100,119,107,12,0,0,210,0.0,301,,,,,,0.96,,0.13,14.01,0.92
PlantPropagation,77.0,233.0,,,0.52,,,,,100,119,107,12,0,0,210,0.0,308,,,,,,1.83,0.19,,,
SimulatedAnnealing,8.0,,,,0.8,,,,,100,119,107,12,0,0,210,0.0,314,,,,,,0.54,,0.4,196.8,0.98
MuPlusLambda,158.0,217.0,0.84,0.16000000000000003,0.83,0.11,0.0,0.91,0.6,100,119,107,12,0,0,210,0.0,249,,,,,,,,,,
SimulatedAnnealing,3.0,,,,0.41,,,,,100,119,107,12,0,0,210,17.0,363,,,,,,0.5,,0.68,153.29,0.98
StochasticHillClimb,7.0,,,,0.19,,,,,100,119,107,12,0,0,210,0.0,256,,,,,,0.89,,0.72,,
ParticleSwarm,98.0,,,,0.36,,,,,100,119,107,12,0,0,210,0.0,224,0.17,8.75,-1.68,1.68,0.63,,,,,
SimulatedAnnealing,19.0,,,,0.38,,,,,100,119,107,12,0,0,210,0.0,326,,,,,,0.59,,0.78,110.3,0.81
SimulatedAnnealing,5.0,,,,0.48,,,,,100,119,107,12,0,0,210,0.0,328,,,,,,1.43,,0.82,121.47,0.8
MuPlusLambda,14.0,18.0,0.11,0.89,0.96,0.73,0.0,0.93,0.05,100,119,107,12,0,0,210,0.0,238,,,,,,,,,,
SimulatedAnnealing,25.0,,,,0.79,,,,,100,119,107,12,0,0,210,0.0,317,,,,,,1.32,,0.01,102.94,0.97
PlantPropagation,88.0,292.0,,,0.87,,,,,100,119,107,12,0,0,210,0.0,274,,,,,,1.81,0.49,,,
StochasticHillClimb,12.0,,,,0.53,,,,,100,119,107,12,0,0,210,0.0,258,,,,,,1.6,,0.62,,
SimulatedAnnealing,28.0,,,,0.1,,,,,100,119,107,12,0,0,210,0.0,461,,,,,,1.76,,0.4,138.56,0.81
MuPlusLambda,133.0,133.0,0.27,0.73,0.81,0.85,0.0,1.64,0.52,100,119,107,12,0,0,210,0.0,235,,,,,,,,,,
ParticleSwarm,295.0,,,,0.31,,,,,100,119,107,12,0,0,210,0.0,202,8.09,4.12,-1.92,1.92,0.75,,,,,
PlantPropagation,29.0,192.0,,,0.68,,,,,100,119,107,12,0,0,210,0.0,277,,,,,,0.86,0.86,,,
SimulatedAnnealing,25.0,,,,0.24,,,,,100,119,107,12,0,0,210,0.0,341,,,,,,0.73,,0.37,2.63,0.97
PlantPropagation,286.0,249.0,,,0.54,,,,,100,119,107,12,0,0,210,8.0,296,,,,,,0.17,0.05,,,
ParticleSwarm,169.0,,,,0.04,,,,,100,119,107,12,0,0,210,0.0,193,4.1,4.23,-1.23,1.23,0.65,,,,,
ParticleSwarm,180.0,,,,0.27,,,,,100,119,107,12,0,0,210,0.0,244,9.36,0.16,-1.32,1.32,0.64,,,,,
MuPlusLambda,215.0,273.0,0.29,0.71,0.89,0.7,0.0,0.74,0.6,100,119,107,12,0,0,210,0.0,227,,,,,,,,,,
MuPlusLambda,83.0,277.0,0.53,0.47,0.19,0.6,0.0,1.9,0.72,100,119,107,12,0,0,210,0.0,232,,,,,,,,,,
MuPlusLambda,48.0,209.0,0.94,0.06000000000000005,0.84,0.79,0.0,0.48,0.64,100,119,107,12,0,0,210,0.0,243,,,,,,,,,,
PlantPropagation,198.0,119.0,,,0.43,,,,,100,119,107,12,0,0,210,0.0,319,,,,,,1.43,0.97,,,
SimulatedAnnealing,27.0,,,,0.01,,,,,100,119,107,12,0,0,210,26.0,926,,,,,,1.72,,0.85,134.32,0.93
StochasticHillClimb,32.0,,,,0.73,,,,,100,119,107,12,0,0,210,0.0,339,,,,,,0.38,,0.32,,
StochasticHillClimb,31.0,,,,0.8,,,,,100,119,107,12,0,0,210,0.0,261,,,,,,1.71,,0.86,,
ParticleSwarm,155.0,,,,0.03,,,,,100,119,107,12,0,0,210,0.0,188,8.52,9.18,-1.18,1.18,0.82,,,,,
PlantPropagation,281.0,46.0,,,0.43,,,,,100,119,107,12,0,0,210,0.0,282,,,,,,1.76,0.31,,,
MuPlusLambda,130.0,245.0,0.57,0.43000000000000005,0.94,0.18,0.0,0.94,0.63,100,119,107,12,0,0,210,0.0,253,,,,,,,,,,
PlantPropagation,43.0,233.0,,,0.66,,,,,100,119,107,12,0,0,210,0.0,345,,,,,,0.89,0.19,,,
ParticleSwarm,166.0,,,,0.69,,,,,100,119,107,12,0,0,210,0.0,319,5.9,1.65,-0.36,0.36,0.37,,,,,
MuPlusLambda,25.0,277.0,0.12,0.88,0.71,0.32,0.0,1.96,0.67,100,119,107,12,0,0,210,0.0,257,,,,,,,,,,
SimulatedAnnealing,21.0,,,,0.36,,,,,100,119,107,12,0,0,210,0.0,329,,,,,,1.36,,0.22,137.81,0.82
PlantPropagation,50.0,280.0,,,0.04,,,,,100,119,107,12,0,0,210,182.0,278,,,,,,1.8,0.05,,,
SimulatedAnnealing,45.0,,,,0.15,,,,,100,119,107,12,0,0,210,0.0,325,,,,,,0.68,,0.3,61.02,0.95
SimulatedAnnealing,27.0,,,,0.31,,,,,100,119,107,12,0,0,210,0.0,314,,,,,,0.96,,0.7,155.97,0.91
SimulatedAnnealing,42.0,,,,0.45,,,,,100,119,107,12,0,0,210,0.0,330,,,,,,1.73,,0.48,129.86,0.86
MuPlusLambda,192.0,299.0,0.16,0.84,0.82,0.31,0.0,0.36,0.88,100,119,107,12,0,0,210,0.0,238,,,,,,,,,,
MuPlusLambda,38.0,277.0,0.94,0.06000000000000005,0.32,0.74,0.0,1.46,0.78,100,119,107,12,0,0,210,0.0,221,,,,,,,,,,
ParticleSwarm,158.0,,,,0.1,,,,,100,119,107,12,0,0,210,0.0,202,4.37,3.72,-1.1,1.1,0.85,,,,,
StochasticHillClimb,36.0,,,,0.63,,,,,100,119,107,12,0,0,210,0.0,272,,,,,,0.75,,0.07,,
PlantPropagation,145.0,81.0,,,0.11,,,,,100,119,107,12,0,0,210,72.0,323,,,,,,1.35,0.92,,,
StochasticHillClimb,12.0,,,,0.67,,,,,100,119,107,12,0,0,210,0.0,232,,,,,,0.59,,0.28,,
SimulatedAnnealing,42.0,,,,0.64,,,,,100,119,107,12,0,0,210,4.0,395,,,,,,0.49,,0.83,187.43,0.92
ParticleSwarm,189.0,,,,0.56,,,,,100,119,107,12,0,0,210,0.0,253,6.62,2.6,-1.04,1.04,0.23,,,,,
PlantPropagation,168.0,267.0,,,0.8,,,,,100,119,107,12,0,0,210,10.0,285,,,,,,0.8,0.23,,,
ParticleSwarm,287.0,,,,0.57,,,,,100,119,107,12,0,0,210,0.0,199,6.1,8.51,-0.83,0.83,0.94,,,,,
SimulatedAnnealing,5.0,,,,0.0,,,,,100,119,107,12,0,0,210,1462.0,303,,,,,,0.82,,0.38,158.0,0.95
SimulatedAnnealing,43.0,,,,0.18,,,,,100,119,107,12,0,0,210,0.0,421,,,,,,1.28,,0.83,162.15,0.87
SimulatedAnnealing,50.0,,,,0.82,,,,,100,119,107,12,0,0,210,0.0,450,,,,,,0.37,,0.54,83.73,0.82
PlantPropagation,79.0,23.0,,,0.31,,,,,100,119,107,12,0,0,210,0.0,308,,,,,,1.44,0.12,,,
ParticleSwarm,244.0,,,,0.13,,,,,100,119,107,12,0,0,210,0.0,206,8.87,7.83,-1.38,1.38,0.59,,,,,
MuPlusLambda,135.0,149.0,0.56,0.43999999999999995,0.93,0.28,0.0,0.97,0.32,100,119,107,12,0,0,210,0.0,225,,,,,,,,,,
ParticleSwarm,43.0,,,,0.14,,,,,100,119,107,12,0,0,210,11.0,319,6.24,9.85,-0.11,0.11,0.41,,,,,
StochasticHillClimb,22.0,,,,0.12,,,,,100,119,107,12,0,0,210,0.0,302,,,,,,1.3,,0.95,,
ParticleSwarm,211.0,,,,0.41,,,,,100,119,107,12,0,0,210,0.0,250,4.07,2.55,-1.47,1.47,0.12,,,,,
StochasticHillClimb,37.0,,,,0.14,,,,,100,119,107,12,0,0,210,0.0,323,,,,,,1.95,,0.94,,
PlantPropagation,75.0,63.0,,,0.68,,,,,100,119,107,12,0,0,210,0.0,259,,,,,,1.02,0.74,,,
SimulatedAnnealing,2.0,,,,0.56,,,,,100,119,107,12,0,0,210,0.0,352,,,,,,1.94,,0.16,13.75,0.96
SimulatedAnnealing,15.0,,,,0.12,,,,,100,119,107,12,0,0,210,0.0,459,,,,,,1.13,,0.67,97.87,0.82
ParticleSwarm,209.0,,,,0.16,,,,,100,119,107,12,0,0,210,0.0,241,2.73,0.21,-1.19,1.19,0.38,,,,,
SimulatedAnnealing,19.0,,,,0.22,,,,,100,119,107,12,0,0,210,0.0,401,,,,,,1.77,,0.41,101.95,0.81
ParticleSwarm,59.0,,,,0.3,,,,,100,119,107,12,0,0,210,0.0,176,5.79,7.38,-1.72,1.72,0.43,,,,,
MuPlusLambda,273.0,32.0,0.35,0.65,0.53,0.19,0.0,1.7,0.1,100,119,107,12,0,0,210,0.0,231,,,,,,,,,,
StochasticHillClimb,5.0,,,,0.63,,,,,100,119,107,12,0,0,210,25.0,360,,,,,,0.31,,0.6,,
MuPlusLambda,22.0,57.0,0.39,0.61,0.23,0.66,0.0,0.99,0.97,100,119,107,12,0,0,210,0.0,251,,,,,,,,,,
PlantPropagation,142.0,185.0,,,0.86,,,,,100,119,107,12,0,0,210,0.0,355,,,,,,0.39,0.28,,,
StochasticHillClimb,31.0,,,,0.48,,,,,100,119,107,12,0,0,210,0.0,269,,,,,,1.79,,0.48,,
StochasticHillClimb,30.0,,,,0.28,,,,,100,119,107,12,0,0,210,0.0,302,,,,,,1.62,,0.68,,
MuPlusLambda,294.0,31.0,0.51,0.49,0.84,0.63,0.0,0.99,0.53,100,119,107,12,0,0,210,0.0,233,,,,,,,,,,
MuPlusLambda,74.0,289.0,0.62,0.38,0.37,0.39,0.0,1.23,0.16,100,119,107,12,0,0,210,0.0,240,,,,,,,,,,
MuPlusLambda,233.0,245.0,0.99,0.010000000000000009,0.79,0.6,0.0,0.12,0.94,100,119,107,12,0,0,210,0.0,240,,,,,,,,,,
MuPlusLambda,141.0,286.0,0.58,0.42000000000000004,0.03,0.91,0.0,0.15,0.82,100,119,107,12,0,0,210,0.0,207,,,,,,,,,,
ParticleSwarm,277.0,,,,0.05,,,,,100,119,107,12,0,0,210,0.0,241,9.76,0.33,-1.46,1.46,0.29,,,,,
StochasticHillClimb,7.0,,,,0.96,,,,,100,119,107,12,0,0,210,41.0,373,,,,,,0.3,,0.21,,
ParticleSwarm,91.0,,,,0.29,,,,,100,119,107,12,0,0,210,0.0,245,6.65,9.86,-1.78,1.78,0.19,,,,,
StochasticHillClimb,19.0,,,,1.0,,,,,100,119,107,12,0,0,210,0.0,251,,,,,,1.39,,0.55,,
SimulatedAnnealing,18.0,,,,0.58,,,,,100,119,107,12,0,0,210,0.0,318,,,,,,1.51,,0.04,10.91,0.92
PlantPropagation,87.0,221.0,,,0.33,,,,,100,119,107,12,0,0,210,34.0,291,,,,,,0.11,0.64,,,
MuPlusLambda,264.0,201.0,0.16,0.84,0.26,0.26,0.0,0.93,0.86,100,119,107,12,0,0,210,0.0,211,,,,,,,,,,
SimulatedAnnealing,44.0,,,,0.66,,,,,100,119,107,12,0,0,210,0.0,284,,,,,,1.56,,0.03,15.99,0.96
PlantPropagation,157.0,279.0,,,0.45,,,,,100,119,107,12,0,0,210,0.0,333,,,,,,1.09,0.9,,,
PlantPropagation,47.0,31.0,,,0.97,,,,,100,119,107,12,0,0,210,0.0,257,,,,,,0.53,0.44,,,
PlantPropagation,118.0,147.0,,,0.12,,,,,100,119,107,12,0,0,210,71.0,301,,,,,,1.59,0.68,,,
PlantPropagation,180.0,25.0,,,0.13,,,,,100,119,107,12,0,0,210,36.0,304,,,,,,0.23,0.72,,,
ParticleSwarm,62.0,,,,0.92,,,,,100,119,107,12,0,0,210,0.0,307,8.32,4.42,-0.2,0.2,0.8,,,,,
PlantPropagation,23.0,230.0,,,0.55,,,,,100,119,107,12,0,0,210,6.0,315,,,,,,0.12,0.26,,,
PlantPropagation,256.0,75.0,,,0.73,,,,,100,119,107,12,0,0,210,0.0,279,,,,,,1.2,0.72,,,
ParticleSwarm,260.0,,,,0.21,,,,,100,119,107,12,0,0,210,0.0,231,8.03,8.44,-0.53,0.53,0.93,,,,,
PlantPropagation,191.0,168.0,,,0.68,,,,,100,119,107,12,0,0,210,0.0,294,,,,,,0.83,0.29,,,
MuPlusLambda,137.0,107.0,0.33,0.6699999999999999,0.88,0.04,0.0,0.27,0.4,100,119,107,12,0,0,210,0.0,234,,,,,,,,,,
StochasticHillClimb,2.0,,,,0.27,,,,,100,119,107,12,0,0,210,0.0,165,,,,,,1.0,,0.12,,
ParticleSwarm,48.0,,,,0.7,,,,,100,119,107,12,0,0,210,0.0,185,6.21,5.62,-1.68,1.68,0.71,,,,,
SimulatedAnnealing,27.0,,,,0.31,,,,,100,119,107,12,0,0,210,0.0,357,,,,,,0.77,,0.63,7.26,0.88
StochasticHillClimb,9.0,,,,0.67,,,,,100,119,107,12,0,0,210,12.0,355,,,,,,0.18,,0.7,,
SimulatedAnnealing,44.0,,,,0.98,,,,,100,119,107,12,0,0,210,0.0,414,,,,,,0.46,,0.85,198.14,0.84
ParticleSwarm,177.0,,,,0.9,,,,,100,119,107,12,0,0,210,0.0,196,4.71,3.96,-0.91,0.91,0.65,,,,,
PlantPropagation,66.0,116.0,,,0.07,,,,,100,119,107,12,0,0,210,86.0,312,,,,,,0.54,0.28,,,
PlantPropagation,120.0,244.0,,,0.7,,,,,100,119,107,12,0,0,210,0.0,380,,,,,,0.34,0.47,,,
PlantPropagation,32.0,156.0,,,0.94,,,,,100,119,107,12,0,0,210,0.0,278,,,,,,1.5,0.21,,,
StochasticHillClimb,27.0,,,,0.52,,,,,100,119,107,12,0,0,210,0.0,258,,,,,,1.34,,0.53,,
PlantPropagation,74.0,259.0,,,0.94,,,,,100,119,107,12,0,0,210,0.0,305,,,,,,1.45,0.52,,,
StochasticHillClimb,46.0,,,,0.18,,,,,100,119,107,12,0,0,210,0.0,393,,,,,,0.29,,0.86,,
PlantPropagation,89.0,58.0,,,0.28,,,,,100,119,107,12,0,0,210,26.0,295,,,,,,0.35,0.12,,,
MuPlusLambda,10.0,220.0,0.35,0.65,0.78,0.98,0.0,1.51,0.78,100,119,107,12,0,0,210,0.0,272,,,,,,,,,,
MuPlusLambda,147.0,240.0,0.84,0.16000000000000003,0.96,0.95,0.0,1.14,0.58,100,119,107,12,0,0,210,0.0,246,,,,,,,,,,
PlantPropagation,160.0,88.0,,,0.38,,,,,100,119,107,12,0,0,210,2.0,337,,,,,,1.88,0.47,,,
StochasticHillClimb,22.0,,,,0.88,,,,,100,119,107,12,0,0,210,0.0,280,,,,,,1.8,,0.92,,
ParticleSwarm,102.0,,,,0.91,,,,,100,119,107,12,0,0,210,0.0,184,1.79,7.93,-1.94,1.94,0.72,,,,,
StochasticHillClimb,13.0,,,,0.12,,,,,100,119,107,12,0,0,210,14.0,338,,,,,,0.14,,0.59,,
PlantPropagation,123.0,261.0,,,0.38,,,,,100,119,107,12,0,0,210,9.0,290,,,,,,0.52,0.59,,,
MuPlusLambda,34.0,177.0,0.47,0.53,0.46,0.93,0.0,1.59,0.19,100,119,107,12,0,0,210,0.0,245,,,,,,,,,,
ParticleSwarm,229.0,,,,0.46,,,,,100,119,107,12,0,0,210,0.0,204,7.72,5.2,-1.86,1.86,0.77,,,,,
SimulatedAnnealing,10.0,,,,0.84,,,,,100,119,107,12,0,0,210,0.0,337,,,,,,1.32,,0.04,86.15,0.93
PlantPropagation,152.0,74.0,,,0.48,,,,,100,119,107,12,0,0,210,0.0,310,,,,,,1.18,0.66,,,
StochasticHillClimb,22.0,,,,0.91,,,,,100,119,107,12,0,0,210,0.0,239,,,,,,1.64,,0.61,,
MuPlusLambda,161.0,112.0,0.2,0.8,0.49,0.02,0.0,0.7,0.55,100,119,107,12,0,0,210,0.0,246,,,,,,,,,,
MuPlusLambda,225.0,150.0,0.37,0.63,0.31,0.98,0.0,1.92,0.93,100,119,107,12,0,0,210,0.0,251,,,,,,,,,,
StochasticHillClimb,40.0,,,,0.25,,,,,100,119,107,12,0,0,210,0.0,275,,,,,,1.45,,0.36,,
MuPlusLambda,38.0,220.0,0.16,0.84,0.01,0.71,0.0,0.8,0.29,100,119,107,12,0,0,210,0.0,217,,,,,,,,,,
MuPlusLambda,91.0,146.0,0.58,0.42000000000000004,0.41,0.18,0.0,1.17,0.24,100,119,107,12,0,0,210,0.0,228,,,,,,,,,,
StochasticHillClimb,50.0,,,,0.15,,,,,100,119,107,12,0,0,210,0.0,327,,,,,,1.38,,0.84,,
SimulatedAnnealing,28.0,,,,0.74,,,,,100,119,107,12,0,0,210,0.0,344,,,,,,0.35,,0.29,149.47,0.82
ParticleSwarm,135.0,,,,0.88,,,,,100,119,107,12,0,0,210,0.0,186,5.08,2.67,-1.45,1.45,0.94,,,,,
PlantPropagation,57.0,65.0,,,0.11,,,,,100,119,107,12,0,0,210,63.0,288,,,,,,1.64,0.42,,,
StochasticHillClimb,4.0,,,,0.85,,,,,100,119,107,12,0,0,210,0.0,218,,,,,,0.84,,0.4,,
PlantPropagation,261.0,47.0,,,0.07,,,,,100,119,107,12,0,0,210,38.0,319,,,,,,1.47,0.86,,,
ParticleSwarm,196.0,,,,0.3,,,,,100,119,107,12,0,0,210,0.0,369,3.35,6.41,-0.24,0.24,0.74,,,,,
PlantPropagation,123.0,97.0,,,0.4,,,,,100,119,107,12,0,0,210,2.0,282,,,,,,0.69,0.02,,,
SimulatedAnnealing,11.0,,,,0.83,,,,,100,119,107,12,0,0,210,0.0,332,,,,,,1.62,,0.19,25.9,0.96
PlantPropagation,227.0,244.0,,,0.27,,,,,100,119,107,12,0,0,210,6.0,366,,,,,,1.22,0.57,,,
MuPlusLambda,148.0,86.0,0.15,0.85,0.97,0.85,0.0,0.27,0.82,100,119,107,12,0,0,210,0.0,249,,,,,,,,,,
PlantPropagation,166.0,298.0,,,0.49,,,,,100,119,107,12,0,0,210,10.0,334,,,,,,0.19,0.13,,,
StochasticHillClimb,1.0,,,,0.94,,,,,100,119,107,12,0,0,210,0.0,206,,,,,,1.53,,0.29,,
SimulatedAnnealing,24.0,,,,0.25,,,,,100,119,107,12,0,0,210,0.0,376,,,,,,0.85,,0.99,147.84,0.96
StochasticHillClimb,9.0,,,,0.57,,,,,100,119,107,12,0,0,210,0.0,210,,,,,,1.74,,0.33,,
SimulatedAnnealing,19.0,,,,0.1,,,,,100,119,107,12,0,0,210,0.0,398,,,,,,1.17,,0.63,120.47,0.94
PlantPropagation,213.0,113.0,,,0.46,,,,,100,119,107,12,0,0,210,0.0,287,,,,,,1.58,0.54,,,
SimulatedAnnealing,16.0,,,,0.59,,,,,100,119,107,12,0,0,210,0.0,335,,,,,,0.92,,0.21,31.6,0.87
SimulatedAnnealing,1.0,,,,0.51,,,,,100,119,107,12,0,0,210,0.0,367,,,,,,1.36,,0.32,2.52,0.93
SimulatedAnnealing,23.0,,,,0.11,,,,,100,119,107,12,0,0,210,0.0,496,,,,,,1.18,,0.9,81.36,0.93
StochasticHillClimb,42.0,,,,0.02,,,,,100,119,107,12,0,0,210,0.0,305,,,,,,0.91,,0.75,,
MuPlusLambda,104.0,70.0,0.86,0.14,0.73,0.89,0.0,0.43,0.3,100,119,107,12,0,0,210,0.0,244,,,,,,,,,,
PlantPropagation,100.0,191.0,,,0.0,,,,,100,119,107,12,0,0,210,1555.0,275,,,,,,0.81,0.33,,,
MuPlusLambda,157.0,286.0,0.67,0.32999999999999996,0.99,0.86,0.0,1.39,0.75,100,119,107,12,0,0,210,0.0,234,,,,,,,,,,
ParticleSwarm,116.0,,,,0.61,,,,,100,119,107,12,0,0,210,0.0,266,0.96,4.12,-1.14,1.14,0.13,,,,,
PlantPropagation,172.0,139.0,,,0.32,,,,,100,119,107,12,0,0,210,0.0,302,,,,,,0.9,0.81,,,
MuPlusLambda,144.0,38.0,0.23,0.77,0.57,0.24,0.0,0.26,0.22,100,119,107,12,0,0,210,0.0,281,,,,,,,,,,
MuPlusLambda,23.0,282.0,0.42,0.5800000000000001,0.22,0.21,0.0,1.22,0.29,100,119,107,12,0,0,210,0.0,244,,,,,,,,,,
MuPlusLambda,64.0,22.0,0.71,0.29000000000000004,0.76,0.72,0.0,1.16,0.26,100,119,107,12,0,0,210,0.0,231,,,,,,,,,,
PlantPropagation,266.0,281.0,,,0.27,,,,,100,119,107,12,0,0,210,25.0,311,,,,,,0.99,0.82,,,
MuPlusLambda,88.0,257.0,0.47,0.53,0.75,0.51,0.0,0.11,0.48,100,119,107,12,0,0,210,0.0,295,,,,,,,,,,
PlantPropagation,188.0,287.0,,,0.45,,,,,100,119,107,12,0,0,210,0.0,357,,,,,,1.32,0.26,,,
MuPlusLambda,113.0,19.0,0.56,0.43999999999999995,0.91,0.17,0.0,0.88,0.72,100,119,107,12,0,0,210,0.0,250,,,,,,,,,,
PlantPropagation,128.0,295.0,,,0.13,,,,,100,119,107,12,0,0,210,27.0,335,,,,,,0.36,0.41,,,
ParticleSwarm,258.0,,,,0.52,,,,,100,119,107,12,0,0,210,0.0,212,8.85,7.8,-1.45,1.45,0.76,,,,,
MuPlusLambda,87.0,52.0,0.84,0.16000000000000003,0.07,0.34,0.0,0.47,0.11,100,119,107,12,0,0,210,0.0,225,,,,,,,,,,
PlantPropagation,242.0,149.0,,,0.1,,,,,100,119,107,12,0,0,210,108.0,317,,,,,,1.74,0.88,,,
SimulatedAnnealing,48.0,,,,0.62,,,,,100,119,107,12,0,0,210,0.0,311,,,,,,0.56,,0.67,176.13,0.88
MuPlusLambda,103.0,235.0,0.51,0.49,0.18,0.57,0.0,1.94,0.13,100,119,107,12,0,0,210,0.0,231,,,,,,,,,,
MuPlusLambda,243.0,97.0,0.0,1.0,0.32,0.22,0.0,0.86,0.94,100,119,107,12,0,0,210,0.0,242,,,,,,,,,,
MuPlusLambda,53.0,165.0,0.32,0.6799999999999999,0.92,0.89,0.0,1.99,0.37,100,119,107,12,0,0,210,0.0,229,,,,,,,,,,
MuPlusLambda,129.0,11.0,0.02,0.98,0.06,0.45,0.0,0.3,0.96,100,119,107,12,0,0,210,0.0,235,,,,,,,,,,
ParticleSwarm,27.0,,,,0.22,,,,,100,119,107,12,0,0,210,0.0,222,7.77,9.2,-0.73,0.73,0.72,,,,,
PlantPropagation,106.0,107.0,,,0.45,,,,,100,119,107,12,0,0,210,0.0,280,,,,,,1.49,0.31,,,
StochasticHillClimb,30.0,,,,0.86,,,,,100,119,107,12,0,0,210,0.0,244,,,,,,1.9,,0.17,,
SimulatedAnnealing,8.0,,,,0.08,,,,,100,119,107,12,0,0,210,0.0,513,,,,,,1.04,,0.79,84.76,0.87
PlantPropagation,148.0,225.0,,,0.28,,,,,100,119,107,12,0,0,210,0.0,334,,,,,,1.99,0.63,,,
StochasticHillClimb,7.0,,,,0.39,,,,,100,119,107,12,0,0,210,15.0,342,,,,,,0.12,,0.49,,
StochasticHillClimb,13.0,,,,0.02,,,,,100,119,107,12,0,0,210,107.0,323,,,,,,0.14,,0.98,,
PlantPropagation,123.0,92.0,,,0.0,,,,,100,119,107,12,0,0,210,2156.0,303,,,,,,0.18,0.78,,,
SimulatedAnnealing,30.0,,,,0.17,,,,,100,119,107,12,0,0,210,0.0,426,,,,,,0.88,,0.81,60.4,0.84
ParticleSwarm,229.0,,,,0.77,,,,,100,119,107,12,0,0,210,0.0,241,4.36,8.06,-1.33,1.33,0.22,,,,,
StochasticHillClimb,26.0,,,,0.52,,,,,100,119,107,12,0,0,210,0.0,300,,,,,,1.72,,0.71,,
ParticleSwarm,93.0,,,,0.99,,,,,100,119,107,12,0,0,210,0.0,163,2.05,1.97,-1.6,1.6,0.8,,,,,
MuPlusLambda,272.0,80.0,0.43,0.5700000000000001,0.43,0.16,0.0,1.35,0.99,100,119,107,12,0,0,210,0.0,219,,,,,,,,,,
MuPlusLambda,182.0,46.0,0.87,0.13,0.52,0.07,0.0,0.65,0.88,100,119,107,12,0,0,210,0.0,236,,,,,,,,,,
StochasticHillClimb,43.0,,,,0.65,,,,,100,119,107,12,0,0,210,0.0,259,,,,,,1.5,,0.07,,
SimulatedAnnealing,31.0,,,,0.66,,,,,100,119,107,12,0,0,210,0.0,318,,,,,,0.55,,0.12,78.5,0.85
PlantPropagation,296.0,115.0,,,0.07,,,,,100,119,107,12,0,0,210,93.0,294,,,,,,1.66,0.35,,,
MuPlusLambda,56.0,206.0,0.42,0.5800000000000001,0.56,0.41,0.0,1.51,0.15,100,119,107,12,0,0,210,0.0,246,,,,,,,,,,
StochasticHillClimb,48.0,,,,0.24,,,,,100,119,107,12,0,0,210,0.0,283,,,,,,0.71,,0.81,,
PlantPropagation,260.0,173.0,,,0.64,,,,,100,119,107,12,0,0,210,0.0,290,,,,,,1.73,0.32,,,
ParticleSwarm,188.0,,,,0.55,,,,,100,119,107,12,0,0,210,0.0,216,0.57,1.81,-1.81,1.81,0.97,,,,,
ParticleSwarm,186.0,,,,0.9,,,,,100,119,107,12,0,0,210,0.0,187,3.51,1.01,-1.92,1.92,0.56,,,,,
SimulatedAnnealing,13.0,,,,0.43,,,,,100,119,107,12,0,0,210,0.0,337,,,,,,1.18,,0.25,54.6,0.93
MuPlusLambda,171.0,58.0,0.04,0.96,0.72,0.27,0.0,1.84,0.62,100,119,107,12,0,0,210,0.0,224,,,,,,,,,,
StochasticHillClimb,45.0,,,,0.84,,,,,100,119,107,12,0,0,210,0.0,285,,,,,,1.2,,0.04,,
SimulatedAnnealing,32.0,,,,0.31,,,,,100,119,107,12,0,0,210,0.0,372,,,,,,1.33,,0.98,132.17,0.91
PlantPropagation,174.0,123.0,,,0.75,,,,,100,119,107,12,0,0,210,0.0,275,,,,,,1.85,0.17,,,
PlantPropagation,132.0,207.0,,,0.05,,,,,100,119,107,12,0,0,210,118.0,358,,,,,,1.4,0.85,,,
ParticleSwarm,53.0,,,,0.27,,,,,100,119,107,12,0,0,210,0.0,284,7.41,3.74,-0.91,0.91,0.33,,,,,
ParticleSwarm,22.0,,,,0.45,,,,,100,119,107,12,0,0,210,0.0,414,5.52,1.83,-0.19,0.19,0.67,,,,,
ParticleSwarm,110.0,,,,0.27,,,,,100,119,107,12,0,0,210,0.0,432,7.91,0.6,-0.38,0.38,0.64,,,,,
ParticleSwarm,124.0,,,,0.59,,,,,100,119,107,12,0,0,210,0.0,199,7.56,2.82,-0.75,0.75,0.94,,,,,
