algorithm,mu,lambda_,mut_std,mut_indpb,repair_pct,assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,mut_prob,temp,alpha,phi1,phi2,smin,smax,weight,cxpb,mutpb,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb
SimulatedAnnealing,1.0,,1.0,,1.0,248,351,349,2,0,18672.0,318,0.0,1503,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,248,351,349,2,0,18672.0,318,968.0,625,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,248,351,349,2,0,18672.0,318,7330.0,335,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,248,351,349,2,0,18672.0,318,7067.0,337,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,248,351,349,2,0,18672.0,318,2760.0,570,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,199,337,323,14,0,1709.0,412,203.0,374,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,199,337,323,14,0,1709.0,412,0.0,510,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,199,337,323,14,0,1709.0,412,118.0,620,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,199,337,323,14,0,1709.0,412,71.0,903,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,199,337,323,14,0,1709.0,412,0.0,578,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,199,337,323,14,0,1709.0,412,0.0,636,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,199,337,323,14,0,1709.0,412,14.0,1803,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,199,337,323,14,0,1709.0,412,127.0,363,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,199,337,323,14,0,1709.0,412,109.0,655,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,199,337,323,14,0,1709.0,412,0.0,532,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,148,277,272,5,0,0.0,378,0.0,716,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,148,277,272,5,0,0.0,378,0.0,524,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,148,277,272,5,0,0.0,378,0.0,407,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,148,277,272,5,0,0.0,378,0.0,394,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,148,277,272,5,0,0.0,378,0.0,468,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,148,277,272,5,0,0.0,378,0.0,491,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,148,277,272,5,0,0.0,378,0.0,477,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,148,277,272,5,0,0.0,378,5.0,316,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,148,277,272,5,0,0.0,378,3.0,310,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,148,277,272,5,0,0.0,378,0.0,436,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,74,81,75,6,0,0.0,213,0.0,353,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,74,81,75,6,0,0.0,213,0.0,213,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,74,81,75,6,0,0.0,213,0.0,175,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,74,81,75,6,0,0.0,213,0.0,339,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,74,81,75,6,0,0.0,213,0.0,165,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,74,81,75,6,0,0.0,213,0.0,268,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,74,81,75,6,0,0.0,213,0.0,167,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,74,81,75,6,0,0.0,213,0.0,194,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,74,81,75,6,0,0.0,213,0.0,181,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,74,81,75,6,0,0.0,213,0.0,267,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,81,114,109,5,0,547.0,197,0.0,178,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,81,114,109,5,0,547.0,197,0.0,273,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,81,114,109,5,0,547.0,197,0.0,242,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,81,114,109,5,0,547.0,197,0.0,250,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,81,114,109,5,0,547.0,197,0.0,199,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,81,114,109,5,0,547.0,197,0.0,180,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,81,114,109,5,0,547.0,197,0.0,162,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,81,114,109,5,0,547.0,197,0.0,827,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,81,114,109,5,0,547.0,197,0.0,402,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,81,114,109,5,0,547.0,197,0.0,267,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,394,641,640,1,0,56816.0,386,35523.0,752,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,394,641,640,1,0,56816.0,386,24606.0,905,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,394,641,640,1,0,56816.0,386,48071.0,420,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,394,641,640,1,0,56816.0,386,2077.0,2259,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,394,641,640,1,0,56816.0,386,47852.0,425,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,394,641,640,1,0,56816.0,386,35332.0,684,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,394,641,640,1,0,56816.0,386,27807.0,758,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,394,641,640,1,0,56816.0,386,3805.0,1693,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,394,641,640,1,0,56816.0,386,35136.0,689,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,394,641,640,1,0,56816.0,386,33340.0,688,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,29,49,33,16,0,0.0,191,0.0,298,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,29,49,33,16,0,0.0,191,0.0,152,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,29,49,33,16,0,0.0,191,0.0,344,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,29,49,33,16,0,0.0,191,0.0,21,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,29,49,33,16,0,0.0,191,0.0,70,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,29,49,33,16,0,0.0,191,0.0,21,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,29,49,33,16,0,0.0,191,0.0,26,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,29,49,33,16,0,0.0,191,0.0,27,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,29,49,33,16,0,0.0,191,0.0,134,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,29,49,33,16,0,0.0,191,0.0,107,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,34,48,42,6,0,0.0,167,0.0,58,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,34,48,42,6,0,0.0,167,0.0,391,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,34,48,42,6,0,0.0,167,0.0,181,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,34,48,42,6,0,0.0,167,0.0,59,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,34,48,42,6,0,0.0,167,0.0,348,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,34,48,42,6,0,0.0,167,0.0,192,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,34,48,42,6,0,0.0,167,0.0,66,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,34,48,42,6,0,0.0,167,0.0,81,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,34,48,42,6,0,0.0,167,0.0,71,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,34,48,42,6,0,0.0,167,0.0,96,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,323,577,568,9,0,745.0,535,0.0,763,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,323,577,568,9,0,745.0,535,205.0,470,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,323,577,568,9,0,745.0,535,0.0,807,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,323,577,568,9,0,745.0,535,0.0,619,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,323,577,568,9,0,745.0,535,0.0,669,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,323,577,568,9,0,745.0,535,0.0,932,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,323,577,568,9,0,745.0,535,0.0,628,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,323,577,568,9,0,745.0,535,0.0,794,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,323,577,568,9,0,745.0,535,0.0,736,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,323,577,568,9,0,745.0,535,230.0,478,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,42,80,68,12,0,0.0,160,0.0,177,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,42,80,68,12,0,0.0,160,0.0,92,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,42,80,68,12,0,0.0,160,0.0,62,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,42,80,68,12,0,0.0,160,0.0,69,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,42,80,68,12,0,0.0,160,0.0,175,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,42,80,68,12,0,0.0,160,0.0,93,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,42,80,68,12,0,0.0,160,0.0,330,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,42,80,68,12,0,0.0,160,0.0,96,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,42,80,68,12,0,0.0,160,0.0,67,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,42,80,68,12,0,0.0,160,0.0,348,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,128,225,210,15,0,0.0,257,0.0,264,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,128,225,210,15,0,0.0,257,0.0,459,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,128,225,210,15,0,0.0,257,0.0,196,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,128,225,210,15,0,0.0,257,0.0,217,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,128,225,210,15,0,0.0,257,0.0,291,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,128,225,210,15,0,0.0,257,0.0,319,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,128,225,210,15,0,0.0,257,0.0,215,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,128,225,210,15,0,0.0,257,0.0,351,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,128,225,210,15,0,0.0,257,1.0,193,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,128,225,210,15,0,0.0,257,0.0,266,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,285,409,392,17,0,226.0,353,248.0,486,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,285,409,392,17,0,226.0,353,0.0,528,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,285,409,392,17,0,226.0,353,349.0,313,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,285,409,392,17,0,226.0,353,271.0,301,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,285,409,392,17,0,226.0,353,0.0,630,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,285,409,392,17,0,226.0,353,0.0,554,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,285,409,392,17,0,226.0,353,0.0,501,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,285,409,392,17,0,226.0,353,0.0,586,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,285,409,392,17,0,226.0,353,0.0,671,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,285,409,392,17,0,226.0,353,0.0,887,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,110,165,164,1,0,11717.0,175,156.0,429,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,110,165,164,1,0,11717.0,175,481.0,448,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,110,165,164,1,0,11717.0,175,316.0,430,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,110,165,164,1,0,11717.0,175,4530.0,255,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,110,165,164,1,0,11717.0,175,885.0,416,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,110,165,164,1,0,11717.0,175,894.0,411,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,110,165,164,1,0,11717.0,175,1488.0,358,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,110,165,164,1,0,11717.0,175,4603.0,264,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,110,165,164,1,0,11717.0,175,0.0,856,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,110,165,164,1,0,11717.0,175,8.0,1019,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,156,230,212,18,0,599.0,354,0.0,467,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,156,230,212,18,0,599.0,354,0.0,785,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,156,230,212,18,0,599.0,354,0.0,461,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,156,230,212,18,0,599.0,354,0.0,466,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,156,230,212,18,0,599.0,354,17.0,307,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,156,230,212,18,0,599.0,354,0.0,758,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,156,230,212,18,0,599.0,354,0.0,518,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,156,230,212,18,0,599.0,354,0.0,435,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,156,230,212,18,0,599.0,354,33.0,304,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,156,230,212,18,0,599.0,354,0.0,413,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,342,570,559,11,0,1063.0,489,0.0,667,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,342,570,559,11,0,1063.0,489,0.0,630,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,342,570,559,11,0,1063.0,489,0.0,950,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,342,570,559,11,0,1063.0,489,0.0,871,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,342,570,559,11,0,1063.0,489,0.0,675,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,342,570,559,11,0,1063.0,489,112.0,449,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,342,570,559,11,0,1063.0,489,0.0,636,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,342,570,559,11,0,1063.0,489,0.0,775,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,342,570,559,11,0,1063.0,489,325.0,440,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,342,570,559,11,0,1063.0,489,0.0,1203,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,67,112,99,13,0,0.0,202,0.0,318,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,67,112,99,13,0,0.0,202,0.0,103,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,67,112,99,13,0,0.0,202,0.0,111,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,67,112,99,13,0,0.0,202,0.0,248,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,67,112,99,13,0,0.0,202,0.0,110,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,67,112,99,13,0,0.0,202,0.0,108,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,67,112,99,13,0,0.0,202,0.0,237,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,67,112,99,13,0,0.0,202,0.0,111,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,67,112,99,13,0,0.0,202,0.0,118,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,67,112,99,13,0,0.0,202,0.0,326,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,155,253,242,11,0,0.0,280,0.0,327,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,155,253,242,11,0,0.0,280,0.0,370,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,155,253,242,11,0,0.0,280,19.0,247,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,155,253,242,11,0,0.0,280,0.0,368,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,155,253,242,11,0,0.0,280,0.0,269,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,155,253,242,11,0,0.0,280,0.0,539,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,155,253,242,11,0,0.0,280,0.0,553,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,155,253,242,11,0,0.0,280,42.0,223,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,155,253,242,11,0,0.0,280,0.0,374,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,155,253,242,11,0,0.0,280,0.0,256,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,302,360,343,17,0,563.0,329,32.0,308,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,302,360,343,17,0,563.0,329,227.0,314,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,302,360,343,17,0,563.0,329,0.0,767,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,302,360,343,17,0,563.0,329,0.0,486,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,302,360,343,17,0,563.0,329,0.0,666,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,302,360,343,17,0,563.0,329,0.0,433,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,302,360,343,17,0,563.0,329,0.0,434,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,302,360,343,17,0,563.0,329,0.0,367,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,302,360,343,17,0,563.0,329,0.0,464,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,302,360,343,17,0,563.0,329,0.0,372,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,249,279,261,18,0,718.0,272,11.0,242,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,249,279,261,18,0,718.0,272,0.0,613,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,249,279,261,18,0,718.0,272,0.0,372,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,249,279,261,18,0,718.0,272,0.0,333,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,249,279,261,18,0,718.0,272,9.0,251,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,249,279,261,18,0,718.0,272,0.0,256,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,249,279,261,18,0,718.0,272,0.0,433,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,249,279,261,18,0,718.0,272,0.0,365,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,249,279,261,18,0,718.0,272,0.0,257,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,249,279,261,18,0,718.0,272,0.0,342,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,486,920,901,19,0,632.0,577,0.0,873,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,486,920,901,19,0,632.0,577,0.0,1116,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,486,920,901,19,0,632.0,577,3.0,682,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,486,920,901,19,0,632.0,577,0.0,709,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,486,920,901,19,0,632.0,577,678.0,497,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,486,920,901,19,0,632.0,577,0.0,675,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,486,920,901,19,0,632.0,577,0.0,669,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,486,920,901,19,0,632.0,577,806.0,500,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,486,920,901,19,0,632.0,577,0.0,680,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,486,920,901,19,0,632.0,577,0.0,634,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,179,236,234,2,0,1621.0,388,0.0,441,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,179,236,234,2,0,1621.0,388,0.0,798,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,179,236,234,2,0,1621.0,388,102.0,335,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
