algorithm,mu,mut_prob,mut_std,temp,alpha,repair_pct,assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,lambda_,cxpb,mutpb,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb,mut_indpb,phi1,phi2,smin,smax,weight
PlantPropagation,200.0,,2.0,,,1.0,112,147,128,19,0,1628.0,283,776.0,866,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,421,616,602,14,0,2787.0,535,0.0,694,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,421,616,602,14,0,2787.0,535,521.0,499,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,421,616,602,14,0,2787.0,535,0.0,1215,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,421,616,602,14,0,2787.0,535,0.0,678,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,421,616,602,14,0,2787.0,535,0.0,814,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,474,545,527,18,0,2620.0,351,0.0,725,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,474,545,527,18,0,2620.0,351,451.0,328,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,474,545,527,18,0,2620.0,351,0.0,549,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,474,545,527,18,0,2620.0,351,0.0,358,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,474,545,527,18,0,2620.0,351,0.0,521,10.0,,,,,,,0.5,,,,,
PlantPropagation,200.0,,2.0,,,1.0,131,226,218,8,0,0.0,262,0.0,307,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,131,226,218,8,0,0.0,262,0.0,203,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,131,226,218,8,0,0.0,262,0.0,237,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,131,226,218,8,0,0.0,262,0.0,289,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,131,226,218,8,0,0.0,262,0.0,443,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,90,130,116,14,0,119.0,276,0.0,568,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,90,130,116,14,0,119.0,276,0.0,320,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,90,130,116,14,0,119.0,276,0.0,219,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,90,130,116,14,0,119.0,276,0.0,277,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,90,130,116,14,0,119.0,276,0.0,224,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
ParticleSwarm,200.0,,,,,1.0,391,638,621,17,0,125.0,650,0.0,659,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,391,638,621,17,0,125.0,650,6.0,732,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,391,638,621,17,0,125.0,650,0.0,1060,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,391,638,621,17,0,125.0,650,0.0,902,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,391,638,621,17,0,125.0,650,233.0,563,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,260,477,459,18,0,514.0,287,0.0,360,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,260,477,459,18,0,514.0,287,0.0,484,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,260,477,459,18,0,514.0,287,0.0,739,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,260,477,459,18,0,514.0,287,85.0,285,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,260,477,459,18,0,514.0,287,0.0,420,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,499,709,708,1,0,64126.0,462,40605.0,720,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,499,709,708,1,0,64126.0,462,52676.0,532,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,499,709,708,1,0,64126.0,462,37270.0,831,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,499,709,708,1,0,64126.0,462,10677.0,2390,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,499,709,708,1,0,64126.0,462,29397.0,1015,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,274,294,285,9,0,1326.0,315,0.0,451,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,274,294,285,9,0,1326.0,315,0.0,260,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,274,294,285,9,0,1326.0,315,0.0,541,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,274,294,285,9,0,1326.0,315,47.0,221,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,274,294,285,9,0,1326.0,315,0.0,374,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,438,613,608,5,0,16485.0,488,2297.0,470,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,438,613,608,5,0,16485.0,488,61.0,2201,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,438,613,608,5,0,16485.0,488,176.0,802,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,438,613,608,5,0,16485.0,488,2803.0,692,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,438,613,608,5,0,16485.0,488,129.0,964,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,287,406,390,16,0,6.0,438,0.0,482,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,287,406,390,16,0,6.0,438,0.0,588,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,287,406,390,16,0,6.0,438,189.0,403,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,287,406,390,16,0,6.0,438,0.0,528,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,287,406,390,16,0,6.0,438,0.0,851,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,216,243,232,11,0,1157.0,306,0.0,369,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,216,243,232,11,0,1157.0,306,0.0,403,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,216,243,232,11,0,1157.0,306,57.0,285,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,216,243,232,11,0,1157.0,306,0.0,533,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,216,243,232,11,0,1157.0,306,0.0,514,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,326,375,363,12,0,1477.0,384,0.0,396,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,326,375,363,12,0,1477.0,384,148.0,354,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,326,375,363,12,0,1477.0,384,0.0,521,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,326,375,363,12,0,1477.0,384,0.0,499,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,326,375,363,12,0,1477.0,384,0.0,607,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,202,318,299,19,0,0.0,454,38.0,337,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,202,318,299,19,0,0.0,454,0.0,409,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,202,318,299,19,0,0.0,454,0.0,642,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,202,318,299,19,0,0.0,454,0.0,503,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,202,318,299,19,0,0.0,454,0.0,521,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,412,590,583,7,0,11348.0,304,0.0,1024,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,412,590,583,7,0,11348.0,304,0.0,536,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,412,590,583,7,0,11348.0,304,844.0,300,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,412,590,583,7,0,11348.0,304,6.0,467,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,412,590,583,7,0,11348.0,304,0.0,472,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,97,164,145,19,0,0.0,331,0.0,371,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,97,164,145,19,0,0.0,331,0.0,287,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,97,164,145,19,0,0.0,331,0.0,242,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,97,164,145,19,0,0.0,331,0.0,255,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,97,164,145,19,0,0.0,331,0.0,586,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,449,839,824,15,0,184.0,618,0.0,826,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,449,839,824,15,0,184.0,618,852.0,546,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,449,839,824,15,0,184.0,618,0.0,702,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,449,839,824,15,0,184.0,618,0.0,1218,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,449,839,824,15,0,184.0,618,0.0,665,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,40,53,35,18,0,0.0,96,0.0,143,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,40,53,35,18,0,0.0,96,0.0,47,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,40,53,35,18,0,0.0,96,0.0,33,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,40,53,35,18,0,0.0,96,0.0,64,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,40,53,35,18,0,0.0,96,0.0,297,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,279,396,389,7,0,909.0,293,354.0,251,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,279,396,389,7,0,909.0,293,0.0,438,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,279,396,389,7,0,909.0,293,0.0,430,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,279,396,389,7,0,909.0,293,0.0,626,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,279,396,389,7,0,909.0,293,0.0,411,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,88,133,124,9,0,0.0,253,0.0,456,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,88,133,124,9,0,0.0,253,0.0,172,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,88,133,124,9,0,0.0,253,0.0,248,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,88,133,124,9,0,0.0,253,0.0,172,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,88,133,124,9,0,0.0,253,0.0,303,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,133,194,181,13,0,32.0,319,0.0,568,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,133,194,181,13,0,32.0,319,0.0,294,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,133,194,181,13,0,32.0,319,0.0,259,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,133,194,181,13,0,32.0,319,0.0,483,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,133,194,181,13,0,32.0,319,0.0,364,10.0,,,,,,,0.5,,,,,
PlantPropagation,200.0,,2.0,,,1.0,226,317,309,8,0,1663.0,477,0.0,612,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,226,317,309,8,0,1663.0,477,0.0,480,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,226,317,309,8,0,1663.0,477,0.0,403,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,226,317,309,8,0,1663.0,477,0.0,645,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,226,317,309,8,0,1663.0,477,26.0,370,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,407,779,762,17,0,165.0,443,1.0,620,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,407,779,762,17,0,165.0,443,0.0,497,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,407,779,762,17,0,165.0,443,0.0,805,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,407,779,762,17,0,165.0,443,0.0,594,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,407,779,762,17,0,165.0,443,335.0,395,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,303,502,484,18,0,464.0,454,0.0,486,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,303,502,484,18,0,464.0,454,206.0,415,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,303,502,484,18,0,464.0,454,0.0,570,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,303,502,484,18,0,464.0,454,0.0,724,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,303,502,484,18,0,464.0,454,0.0,761,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,50,57,53,4,0,0.0,156,0.0,241,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,50,57,53,4,0,0.0,156,0.0,179,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,50,57,53,4,0,0.0,156,0.0,95,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,50,57,53,4,0,0.0,156,0.0,71,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,50,57,53,4,0,0.0,156,0.0,83,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,311,457,450,7,0,1822.0,409,0.0,557,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,311,457,450,7,0,1822.0,409,0.0,751,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,311,457,450,7,0,1822.0,409,0.0,407,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,311,457,450,7,0,1822.0,409,356.0,278,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,311,457,450,7,0,1822.0,409,0.0,506,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,168,196,185,11,0,322.0,362,0.0,294,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,168,196,185,11,0,322.0,362,0.0,337,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,168,196,185,11,0,322.0,362,0.0,404,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,168,196,185,11,0,322.0,362,0.0,286,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,168,196,185,11,0,322.0,362,0.0,494,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,28,44,34,10,0,0.0,175,0.0,306,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,28,44,34,10,0,0.0,175,0.0,29,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,28,44,34,10,0,0.0,175,0.0,59,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,28,44,34,10,0,0.0,175,0.0,197,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,28,44,34,10,0,0.0,175,0.0,38,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,329,627,612,15,0,20.0,359,0.0,487,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,329,627,612,15,0,20.0,359,0.0,651,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,329,627,612,15,0,20.0,359,163.0,311,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,329,627,612,15,0,20.0,359,0.0,389,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,329,627,612,15,0,20.0,359,0.0,503,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,496,900,883,17,0,637.0,362,0.0,513,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,496,900,883,17,0,637.0,362,0.0,490,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,496,900,883,17,0,637.0,362,0.0,683,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,496,900,883,17,0,637.0,362,811.0,305,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,496,900,883,17,0,637.0,362,0.0,534,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,497,586,582,4,0,32503.0,430,2402.0,828,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,497,586,582,4,0,32503.0,430,78.0,2171,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,497,586,582,4,0,32503.0,430,4436.0,762,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,497,586,582,4,0,32503.0,430,4898.0,405,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,497,586,582,4,0,32503.0,430,1515.0,759,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,378,649,630,19,0,256.0,597,0.0,832,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,378,649,630,19,0,256.0,597,330.0,565,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,378,649,630,19,0,256.0,597,0.0,817,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,378,649,630,19,0,256.0,597,0.0,689,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,378,649,630,19,0,256.0,597,0.0,971,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,187,273,264,9,0,0.0,378,0.0,340,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,187,273,264,9,0,0.0,378,0.0,497,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,187,273,264,9,0,0.0,378,0.0,580,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,187,273,264,9,0,0.0,378,19.0,290,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,187,273,264,9,0,0.0,378,0.0,397,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,63,104,87,17,0,0.0,163,0.0,227,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,63,104,87,17,0,0.0,163,0.0,142,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,63,104,87,17,0,0.0,163,0.0,380,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,63,104,87,17,0,0.0,163,0.0,228,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,63,104,87,17,0,0.0,163,0.0,103,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,86,143,131,12,0,0.0,209,0.0,204,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,86,143,131,12,0,0.0,209,0.0,419,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,86,143,131,12,0,0.0,209,0.0,315,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,86,143,131,12,0,0.0,209,0.0,213,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,86,143,131,12,0,0.0,209,0.0,180,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,228,412,396,16,0,0.0,463,0.0,600,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,228,412,396,16,0,0.0,463,0.0,617,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,228,412,396,16,0,0.0,463,0.0,828,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,228,412,396,16,0,0.0,463,0.0,510,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,228,412,396,16,0,0.0,463,55.0,414,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,389,456,443,13,0,2237.0,313,0.0,443,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,389,456,443,13,0,2237.0,313,0.0,960,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,389,456,443,13,0,2237.0,313,0.0,428,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,389,456,443,13,0,2237.0,313,0.0,373,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,389,456,443,13,0,2237.0,313,443.0,286,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
MuPlusLambda,200.0,,,,,0.0,246,441,439,2,0,24576.0,407,9509.0,367,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,246,441,439,2,0,24576.0,407,2162.0,694,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,246,441,439,2,0,24576.0,407,0.0,1576,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,246,441,439,2,0,24576.0,407,2740.0,681,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,246,441,439,2,0,24576.0,407,624.0,751,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
ParticleSwarm,200.0,,,,,1.0,31,53,34,19,0,0.0,178,0.0,63,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,31,53,34,19,0,0.0,178,0.0,90,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,31,53,34,19,0,0.0,178,0.0,342,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,31,53,34,19,0,0.0,178,0.0,37,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,31,53,34,19,0,0.0,178,0.0,203,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,419,633,619,14,0,1883.0,414,558.0,334,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,419,633,619,14,0,1883.0,414,0.0,595,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,419,633,619,14,0,1883.0,414,0.0,527,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,419,633,619,14,0,1883.0,414,0.0,625,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,419,633,619,14,0,1883.0,414,0.0,919,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,376,641,627,14,0,1327.0,455,558.0,386,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,376,641,627,14,0,1327.0,455,0.0,537,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
